name,url,salary,id_vacancy,employer,employer_url,requirement,responsibility
Учитель истории,https://tula.superjob.ru/vakansii/uchitel-istorii-46170310.html,23000,46170310,нет данных,нет данных,"Обязанности:
• Реализует образовательные программы, осуществляет обучение и воспитание обучающихся с учётом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием в указанных помещениях; обеспечивает уровень подготовки обучающихся, соответствующий требованиям государственного образовательного стандарта.
• Разрабатывает и согласует с администрацией школы Рабочую программу по предмету в каждой параллели классов на каждый учебный год и рабочий план на каждый урок.
• Отвечает за выполнение приказов «Об охране труда и соблюдении правил техники безопасности» и «Об обеспечении пожарной безопасности»:
• охрану жизни и здоровья обучающихся, безопасное проведение образовательного процесса;
• принятие мер по оказанию доврачебной помощи пострадавшему, оперативное извещение руководства о несчастном случае;
• проведение инструктажа обучающихся (воспитанников) по безопасности труда на учебных занятиях, воспитательных мероприятиях с обязательной регистрацией в классном журнале или «Журнале инструктажа учащихся по охране и безопасности труда»;
• организацию изучения учащимися (воспитанниками) правил по охране труда, дорожного движения, поведения в быту и т. п.;
• осуществление контроля за соблюдением правил (инструкций) по охране труда.
• Ведёт в установленном порядке учебную документацию, осуществляет текущий контроль успеваемости и посещаемости обучающихся на уроках, выставляет текущие оценки в классный журнал и дневники, своевременно сдаёт администрации необходимые отчётные данные.
• Работает в экзаменационной комиссии по итоговой аттестации обучающихся.
• Допускает в соответствии с Уставом учреждения администрацию школы на свои уроки в целях контроля за работой.
• Заменяет уроки отсутствующих учителей по распоряжению администрации.
• Осуществляет связь с родителями обучающихся (их законными представителями).
• Систематически повышает свою профессиональную квалификацию. Участвует в деятельности методических объединений и других формах методической работы. Изучает и использует передовой опыт работы, современные педагогические технологий, ИКТ.
• Соблюдает этические нормы поведения, является примером для учащихся, воспитанников.","<p><b>Обязанности:</b><ul><li>Реализует образовательные программы, осуществляет обучение и воспитание обучающихся с учётом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием в указанных помещениях; обеспечивает уровень подготовки обучающихся, соответствующий требованиям государственного образовательного стандарта.</li><li>Разрабатывает и согласует с администрацией школы Рабочую программу по предмету в каждой параллели классов на каждый учебный год и рабочий план на каждый урок.</li><li>Отвечает за выполнение приказов «Об охране труда и соблюдении правил техники безопасности» и «Об обеспечении пожарной безопасности»:</li><li>охрану жизни и здоровья обучающихся, безопасное проведение образовательного процесса;</li><li>принятие мер по оказанию доврачебной помощи пострадавшему, оперативное извещение руководства о несчастном случае;</li><li>проведение инструктажа обучающихся (воспитанников) по безопасности труда на учебных занятиях, воспитательных мероприятиях с обязательной регистрацией в классном журнале или «Журнале инструктажа учащихся по охране и безопасности труда»;</li><li>организацию изучения учащимися (воспитанниками) правил по охране труда, дорожного движения, поведения в быту и т. п.;</li><li>осуществление контроля за соблюдением правил (инструкций) по охране труда.</li><li>Ведёт в установленном порядке учебную документацию, осуществляет текущий контроль успеваемости и посещаемости обучающихся на уроках, выставляет текущие оценки в классный журнал и дневники, своевременно сдаёт администрации необходимые отчётные данные.</li><li>Работает в экзаменационной комиссии по итоговой аттестации обучающихся.</li><li>Допускает в соответствии с Уставом учреждения администрацию школы на свои уроки в целях контроля за работой.</li><li>Заменяет уроки отсутствующих учителей по распоряжению администрации.</li><li>Осуществляет связь с родителями обучающихся (их законными представителями).</li><li>Систематически повышает свою профессиональную квалификацию. Участвует в деятельности методических объединений и других формах методической работы. Изучает и использует передовой опыт работы, современные педагогические технологий, ИКТ.</li><li>Соблюдает этические нормы поведения, является примером для учащихся, воспитанников.</li></ul></p>"
Учитель начальных классов,https://spb.superjob.ru/vakansii/uchitel-nachalnyh-klassov-25573174.html,60000,25573174,нет данных,нет данных,"Обязанности:

Преподавание в начальных классах средней школы, классное руководство

Требования:

Первая или высшая квалификационная категория, владение методикой преподавания предметов

Условия:

Работа в школе с углубленным изучением английского языка, в центре г. Пушкина вблизи всемирно известных достопримечательностей Царского села, Возможность дополнительного заработка. Работа в системе платных образовательных услуг. Участие в международных образовательных проектах на территории США и Великобритании, Финляндии и Шотландии, Германии и Франции, Греции и др. Возможность предоставления служебного жилья в центре Пушкина, в 5 мин от работы и в 3х мин от Екатерининского и Александровского Дворцов и парков в экологически чистой зоне.","<b>Обязанности:</b><br /><br />Преподавание в начальных классах средней школы, классное руководство<br /><br /><b>Требования:</b><br /><br />Первая или высшая квалификационная категория, владение методикой преподавания предметов<br /><br /><b>Условия:</b><br /><br />Работа в школе с углубленным изучением английского языка, в центре г. Пушкина вблизи всемирно известных достопримечательностей Царского села, Возможность дополнительного заработка. Работа в системе платных образовательных услуг. Участие в международных образовательных проектах на территории США и Великобритании, Финляндии и Шотландии, Германии и Франции, Греции и др. Возможность предоставления служебного жилья в центре Пушкина, в 5 мин от работы и в 3х мин от Екатерининского и Александровского Дворцов и парков в экологически чистой зоне. "
Учитель математики,https://spb.superjob.ru/vakansii/uchitel-matematiki-28448077.html,0,28448077,нет данных,нет данных,"Обязанности:

Преподавание математики в основной школе, составление планов и рабочих программ, классное руководство, работа со школьной документацией

Требования:

В соответствии с требованиями профессионального стандарта

Условия:

Шестидневная рабочая неделя с одним методическим днем, отпуск летом, вакансия отрывается с 01.09.2023","<b>Обязанности:</b><br /><br />Преподавание математики в основной школе, составление планов и рабочих программ, классное руководство, работа со школьной документацией<br /><br /><b>Требования:</b><br /><br />В соответствии с требованиями профессионального стандарта<br /><br /><b>Условия:</b><br /><br />Шестидневная рабочая неделя с одним методическим днем, отпуск летом, вакансия отрывается с 01.09.2023"
Учитель русского языка и литературы,https://spb.superjob.ru/vakansii/uchitel-russkogo-yazyka-i-literatury-25634233.html,40000,25634233,нет данных,нет данных,"Обязанности:

Обучение и воспитание учащихся основной и средней школы

Требования:

Знания в области педагогики и психологии младшего школьника и подростка. Педагогическое образование обязательно.",<b>Обязанности:</b><br /><br />Обучение и воспитание учащихся основной и средней школы<br /><br /><b>Требования:</b><br /><br />Знания в области педагогики и психологии младшего школьника и подростка. Педагогическое образование обязательно.<br />
Учитель обществознания,https://www.superjob.ru/vakansii/uchitel-obschestvoznaniya-32990577.html,0,32990577,нет данных,нет данных,"Обязанности:
• Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием в указанных помещениях. Разрабатывает и реализует программы учебных дисциплин в рамках основной общеобразовательной программы. Организует и осуществляет контроль и оценку учебных достижений, текущих и итоговых результатов освоения основной образовательной программы обучающимися. Ведет в установленном порядке учебную документацию. 
Требования:

• Знание теории и методики преподавания экономики и обществознания, ИКТ компетентность, курс по ФГОС","<b>Обязанности:</b><ul><li> Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием в указанных помещениях. Разрабатывает и реализует программы учебных дисциплин в рамках основной общеобразовательной программы. Организует и осуществляет контроль и оценку учебных достижений, текущих и итоговых результатов освоения основной образовательной программы обучающимися. Ведет в установленном порядке учебную документацию. </li></ul><b>Требования:</b><br /><ul><li> Знание теории и методики преподавания экономики и обществознания, ИКТ компетентность, курс по ФГОС  </li></ul><br /><br />"
Учитель физкультуры,https://nn.superjob.ru/vakansii/uchitel-fizkultury-33026162.html,25000,33026162,нет данных,нет данных,"Реализация образовательных программ по предмету физическая культура, воспитание обучающихся, ведение школьной документации. 


Ответственность
Условия: нагрузка 36 часов (2 ставки)
Зарплата в зависимости от категории и образования до 29000 руб. на руки.
Оформление по ТК. Медосмотр за счет работодателя.","Реализация образовательных программ по предмету физическая культура, воспитание обучающихся, ведение школьной документации.  <p><br /></p><p>Ответственность</p><p>Условия: нагрузка 36 часов (2 ставки)</p><p>Зарплата в зависимости от категории и образования до 29000 руб. на руки.</p><p>Оформление по ТК. Медосмотр за счет работодателя.</p>"
Учитель русского языка и литературы,https://spb.superjob.ru/vakansii/uchitel-russkogo-yazyka-i-literatury-30862887.html,0,30862887,нет данных,нет данных,"Обязанности:

Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием в указанных помещениях, проведение элективных курсов, внеурочной деятельности по предмету. Составляет тематический план работы по предмету в каждой параллели классов на учебную четверть и рабочий план на каждый урок. В своей работе по предмету использовать разнообразные приемы, методы и средства обучения. Реализует образовательные программы в рамках ФГОС. Проводить с учащимися установленное учебным планом количество контрольных и практических работ, а также необходимые учебные экскурсии. Заполнение электронного классного журнала.

Требования:

Образование: высшее, педагогическое (профильное), наличие квалификационной категории (высшая или первая квалификационная категория), опыт работы (от 6 лет), наличие курсов повышения квалификации за последние 3 года, профессионализм, адекватность, желание работать, любовь к детям.

Условия:

Оборудованный предметный кабинет с персональным ПК, выход в Интернет с любого ПК, учительская, столовая, актовый зал, гардероб персонала и т.д. 
Отпуск в летнее время 56 календарных дней, оформление согласно ТЗ.","<b>Обязанности:</b><br /><br />Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием в указанных помещениях, проведение элективных курсов, внеурочной деятельности по предмету. Составляет тематический план работы по предмету в каждой параллели классов на учебную четверть и рабочий план на каждый урок. В своей работе по предмету использовать разнообразные приемы, методы и средства обучения. Реализует образовательные программы в рамках ФГОС. Проводить с учащимися установленное учебным планом количество контрольных и практических работ, а также необходимые учебные экскурсии. Заполнение электронного классного журнала.<br /><br /><b>Требования:</b><br /><br />Образование: высшее, педагогическое (профильное), наличие квалификационной категории (высшая или первая квалификационная категория), опыт работы (от 6 лет), наличие курсов повышения квалификации за последние 3 года, профессионализм, адекватность, желание работать, любовь к детям.<br /><br /><b>Условия:</b><br /><br />Оборудованный предметный кабинет с персональным ПК, выход в Интернет с любого ПК, учительская, столовая, актовый зал, гардероб персонала и т.д. <p>Отпуск в летнее время 56 календарных дней, оформление согласно ТЗ.</p>"
Учитель математики и физики,https://spb.superjob.ru/vakansii/uchitel-matematiki-i-fiziki-31309792.html,45000,31309792,нет данных,нет данных,"Наличие педагогического образования

Условия:

Оплата по тарификации в зависимости от стажа работы, наличия квалификации. 
Педагогический отпуск
соц. пакет","<b>Требования:</b><br /><br />Наличие педагогического образования<br /><br />Условия:<br /><br />Оплата по тарификации в зависимости от стажа работы, наличия квалификации. <br />Педагогический отпуск<br />соц. пакет"
Учитель начальных классов,https://spb.superjob.ru/vakansii/uchitel-nachalnyh-klassov-33890241.html,0,33890241,нет данных,нет данных,"с 1 сентября 2023


Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием
Составляет рабочие программы по предметам, технологическую карту на каждый урок.
В своей работе по предмету использует разнообразные приемы, методы и средства обучения. Реализует образовательные программы.
Организация внеурочной деятельности с обучающимися 
Заполнение электронного журнала
Уверенный пользователь ПК","<p>с 1 сентября 2023<br /><br /></p><p>Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с расписанием</p>Составляет рабочие программы по предметам,  технологическую карту на каждый урок.<br />В своей работе по предмету использует разнообразные приемы, методы и средства обучения. Реализует образовательные программы.<br />Организация внеурочной деятельности с обучающимися  <br />Заполнение электронного журнала<p>Уверенный пользователь ПК </p>"
Учитель начальных классов,https://spb.superjob.ru/vakansii/uchitel-nachalnyh-klassov-12071494.html,0,12071494,нет данных,нет данных,"Обязанности:

1. Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с требованиями ФГОС. 
2. Учитель обязан иметь тематический план работы по предмету в каждой параллели классов на учебную четверть и рабочий план на каждый урок. 
3. В своей работе по предмету использует разнообразные приемы, методы и средства обучения. Реализует образовательные программы. Может переставлять по своему усмотрению темы уроков в отдельных разделах программы. Проводит с учащимися установленное учебным планом количество контрольных и практических работ, а также необходимые учебные экскурсии. Обеспечивает уровень подготовки, соответствующий требованиям государственного образовательного стандарта и несет ответственность за их реализацию не в полном объеме. 
4. Отвечает за выполнение приказов «Об охране труда и соблюдении правил техники безопасности» и «Об обеспечении пожарной безопасности»:
безопасное проведение образовательного процесса;
принятие мер по оказанию доврачебной помощи пострадавшему, оперативное извещение руководства о несчастном случае;
проведение инструктажа обучающихся (воспитанников) по безопасности труда на учебных занятиях, воспитательных мероприятиях с обязательной регистрацией в классном журнале или «Журнале инструктажа учащихся по охране и безопасности труда»;
организацию изучения учащимися (воспитанниками) правил по охране труда, дорожного движения, поведения в быту и т. п.;
осуществление контроля за соблюдением правил (инструкций) по охране труда. 
5. Ведет в установленном порядке учебную документацию, осуществляет текущий контроль успеваемости и посещаемости учащихся на уроках, выставляет текущие оценки в классный журнал и дневники, своевременно сдает администрации необходимые отчетные данные. 
6. Работает в экзаменационной комиссии по итоговой аттестации обучающихся.

Требования:

Обязательно:
- профильное образование, опыт работы в школе, наличие квалификационной категории
- отсутствие вредных привычек. 
- хорошее знание Word, Excel, PowerPoint;
- ответственность, трудоспособность, организованность, порядочность;

Обязательно: наличие ЛМК и сертификата о прививках в соответствии с п.11.8 СанПиН 2.4.2.2821-10, справки об отсутствии судимости и не привлечении за потребление наркотических веществ.

Условия:

Кабинет оборудован современным мультимедийным оборудованием. 
Отпуск 56 календарных дней летом.","<b>Обязанности:</b><br /><br />1. Осуществляет обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проводит уроки и другие занятия в соответствии с требованиями ФГОС. <br />2. Учитель обязан иметь тематический план работы по предмету в каждой параллели классов на учебную четверть и рабочий план на каждый урок. <br />3. В своей работе по предмету использует разнообразные приемы, методы и средства обучения. Реализует образовательные программы. Может переставлять по своему усмотрению темы уроков в отдельных разделах программы. Проводит с учащимися установленное учебным планом количество контрольных и практических работ, а также необходимые учебные экскурсии. Обеспечивает уровень подготовки, соответствующий требованиям государственного образовательного стандарта и несет ответственность за их реализацию не в полном объеме. <br />4. Отвечает за выполнение приказов «Об охране труда и соблюдении правил техники безопасности» и «Об обеспечении пожарной безопасности»:<br />безопасное проведение образовательного процесса;<br />принятие мер по оказанию доврачебной помощи пострадавшему, оперативное извещение руководства о несчастном случае;<br />проведение инструктажа обучающихся (воспитанников) по безопасности труда на учебных занятиях, воспитательных мероприятиях с обязательной регистрацией в классном журнале или «Журнале инструктажа учащихся по охране и безопасности труда»;<br />организацию изучения учащимися (воспитанниками) правил по охране труда, дорожного движения, поведения в быту и т. п.;<br />осуществление контроля за соблюдением правил (инструкций) по охране труда. <br />5. Ведет в установленном порядке учебную документацию, осуществляет текущий контроль успеваемости и посещаемости учащихся на уроках, выставляет текущие оценки в классный журнал и дневники, своевременно сдает администрации необходимые отчетные данные. <br />6. Работает в экзаменационной комиссии по итоговой аттестации обучающихся.<br /><br /><b>Требования:</b><br /><br />Обязательно:<br />- профильное образование, опыт работы в школе, наличие квалификационной категории<br />- отсутствие вредных привычек. <br />- хорошее знание Word, Excel, PowerPoint;<br />- ответственность, трудоспособность, организованность, порядочность;<br /><br />Обязательно: наличие ЛМК и сертификата о прививках в соответствии с п.11.8 СанПиН 2.4.2.2821-10, справки об отсутствии судимости и не привлечении за потребление наркотических веществ.<br /><br /><b>Условия:</b><br /><br />Кабинет оборудован современным мультимедийным оборудованием. <br />Отпуск 56 календарных дней летом."
Учитель русского языка и литературы (с 01.09.2023),https://spb.superjob.ru/vakansii/uchitel-russkogo-yazyka-i-literatury-34541867.html,45000,34541867,нет данных,нет данных,"Обязанности:
Преподавание русского языка и литературы в 5 - 11 классах , организация учебной деятельности обучающихся по освоению учебных дисциплин; педагогический контроль и оценка освоения образовательной программы в процессе промежуточной и итоговой аттестации; разработка программно-методического обеспечения учебных дисциплин, подготовка к ЕГЭ.
Требования:
• опыт работы в школе от 1 года.","<b>Обязанности:</b><p>Преподавание русского языка и литературы в 5 - 11 классах , организация учебной деятельности обучающихся по освоению учебных дисциплин; педагогический контроль и оценка освоения образовательной программы в процессе промежуточной и итоговой аттестации; разработка программно-методического обеспечения учебных дисциплин, подготовка к ЕГЭ.<b><br /></b><b>Требования:</b></p><ul><li>опыт работы в школе от 1 года.</li></ul>"
Учитель истории и обществознания,https://spb.superjob.ru/vakansii/uchitel-istorii-i-obschestvoznaniya-33877823.html,50000,33877823,нет данных,нет данных,"Обязанности:
• Обучение и воспитание обучающихся с учетом специфики преподаваемого предмета, проведение уроков и других занятий в соответствии с расписанием. Реализация образовательных программ в соответствии с ФГОС, с использованием разнообразных приемов, методов и средств обучения 
Требования:
• Высшее профессиональное образование или среднее профессиональное образование по направлениям подготовки ""Образование и педагогика"" или в области, соответствующей преподаваемому предмету с последующей профессиональной переподготовкой по профилю педагогической деятельности
• Наличие категории, опыт подготовки к ГИА и классного руководства обязательны!
• Владение информационными технологиями, умение пользоваться интерактивной доской
• Владение современными технологиями преподавания в соответствии с требованиями ФГОС
• Умение составлять рабочие программы на основе примерной программы или авторской программы
• Наличие курсов повышения квалификации по ФГОС
• Наличие справки об отсутствии судимости, действующей медицинской книжки.
Условия: 
• 
Открыта вакансия на должность учителя истории новой школы с углубленным изучением английского языка, расположенной на территории жилого квартала комфорт-класса «Энфилд» (Мурино-Бугры), непосредственно примыкающей к северной границе Санкт-Петербурга в районе пересечения кольцевой автомобильной дороги и проспекта Культуры. Благодаря современным стандартам строительства и передовому подходу к планированию это будет абсолютно новое городское пространство. Школа открыла свои двери в сентябре 2020 года в официальном партнерстве с РГПУ им. Герцена и вошла в состав ""Герценовского образовательного округа"". Школа является официальным членом «Ассоциации новых школ Ленинградской области».
 
• Работа и возможность профессионального роста в стенах большой новой, красивой школы на 950 мест с просторными классами, современным оборудованием. Бесплатные курсы повышения квалификации, методическое сопровождение. Оформление по ТК РФ, удлиненный оплачиваемый отпуск в летнее время. Зарплата зависит от стажа, квалификации, нагрузки, опыта работы. Должностной оклад + доплата за классное руководство, стимулирующие выплаты за расширение должностных обязанностей и профессиональные достижения","<b>Обязанности:</b><ul><li>
Обучение и воспитание обучающихся с учетом специфики преподаваемого 
предмета, проведение уроков и других занятий в соответствии с 
расписанием. Реализация образовательных программ в соответствии с  ФГОС,
 с использованием разнообразных приемов, методов и средств обучения

</li></ul><b>Требования:</b><ul><li>Высшее профессиональное образование или среднее профессиональное 
образование по направлениям подготовки ""Образование и педагогика"" или в 
области, соответствующей преподаваемому предмету с последующей 
профессиональной переподготовкой по профилю педагогической деятельности</li><li>Наличие категории, опыт подготовки к ГИА и классного руководства обязательны!</li><li>Владение информационными технологиями, умение пользоваться интерактивной доской</li><li>Владение современными технологиями преподавания в соответствии с требованиями ФГОС</li><li>Умение составлять рабочие программы на основе примерной программы или авторской программы</li><li>Наличие курсов повышения квалификации по ФГОС</li><li>Наличие справки об отсутствии судимости, действующей медицинской книжки.</li></ul><b>Условия:

</b><ul><li>
<p>Открыта вакансия на должность учителя истории 
новой школы с углубленным изучением английского языка, расположенной на 
территории жилого квартала комфорт-класса «Энфилд» (Мурино-Бугры), 
непосредственно примыкающей к северной границе Санкт-Петербурга в районе
 пересечения кольцевой автомобильной дороги и проспекта Культуры. 
Благодаря современным стандартам строительства и передовому подходу к 
планированию это будет абсолютно новое городское пространство. Школа 
открыла свои двери в сентябре 2020 года в официальном партнерстве с 
РГПУ им. Герцена и вошла в состав ""Герценовского образовательного 
округа"". Школа является официальным членом «Ассоциации новых школ 
Ленинградской области».</p>
</li><li>Работа и возможность профессионального роста в стенах большой 
новой, красивой школы на 950 мест с просторными классами, современным 
оборудованием. Бесплатные курсы повышения квалификации, методическое 
сопровождение. Оформление по ТК РФ, удлиненный оплачиваемый отпуск в 
летнее время. Зарплата зависит от стажа, квалификации, нагрузки, опыта 
работы. Должностной оклад + доплата за классное руководство, 
стимулирующие выплаты за расширение должностных обязанностей и 
профессиональные достижения</li></ul>"
Учитель начальных классов,https://spb.superjob.ru/vakansii/uchitel-nachalnyh-klassov-25413521.html,40000,25413521,нет данных,нет данных,"Обязанности:

Ведение уроков в начальной школе, внеурочная деятельность (с 8.00 до 14.00).
Классное руководство.

Требования:

Умение учить и воспитывать детей.
Владение ИКТ.
Знание УМК ""Школа России"".
Желание работать в гимназии на протяжении нескольких лет.
Умение и желание качественно работать в команде.

Условия:


Отдельный кабинет с компьютером, МФУ, документ камерой, системой голосования, интерактивной доской. Пятидневная рабочая неделя. Доброжелательная, творческая атмосфера.","<p><b>Обязанности:</b></p><br />Ведение уроков в начальной школе, внеурочная деятельность (с 8.00 до 14.00).<br />Классное руководство.<br /><br /><b>Требования:</b><br /><br />Умение учить и воспитывать детей.<br />Владение ИКТ.<br />Знание УМК ""Школа России"".<br />Желание работать в гимназии на протяжении нескольких лет.<br />Умение и желание качественно работать в команде.<br /><br /><b>Условия:</b><br /><br /><p>Отдельный кабинет с компьютером, МФУ, документ камерой, системой голосования, интерактивной доской. Пятидневная рабочая неделя. Доброжелательная, творческая атмосфера.</p>"
